,TWII.Open,TWII.High,TWII.Low,TWII.Close,TWII.Volume,TWII.Adjusted,add/less
2012/3/14,8132.959961,8170.310059,8113.759766,8125.259766,3113400,8125.227802,93.749632
2012/3/15,8141.930176,8142.97998,8088.100098,8121.620117,2435400,8121.588167,-3.639635
2012/3/16,8130.279785,8130.52002,8054.939941,8054.939941,2726400,8054.908254,-66.679913
2012/3/19,8113.459961,8123.149902,7997.049805,8043.919922,2103800,8043.888278,-11.019976
2012/3/20,8062.910156,8062.910156,7965.959961,7972.700195,1996000,7972.668831,-71.219447
2012/3/21,7993.459961,8013.669922,7940.189941,7981.939941,2182400,7981.908541,9.23971
2012/3/22,7997.660156,8075.970215,7995.569824,8059.939941,2196000,8059.908234,77.999693
2012/3/23,8067.930176,8076.609863,8030.879883,8076.609863,1973800,8076.578091,16.669857
2012/3/26,8073.930176,8073.930176,7958.720215,7967.620117,2166800,7967.588773,-108.989318
2012/3/27,8033.220215,8033.220215,7978.740234,8029.459961,1976800,8029.428374,61.839601
2012/3/28,8074.640137,8085.430176,8013.799805,8038.069824,1997800,8038.038203,8.609829
2012/3/29,7997.870117,7997.870117,7808.549805,7872.660156,3208800,7872.629186,-165.409017
2012/3/30,7832.220215,7933,7775.75,7933,2408600,7932.968792,60.339606
2012/4/2,7905.879883,7928.430176,7859.560059,7862.899902,1675400,7862.86897,-70.099822
2012/4/3,7896.720215,7907.620117,7723.390137,7760.850098,2535800,7760.819567,-102.049403
2012/4/5,7603.310059,7667.040039,7528.029785,7639.819824,2431800,7639.78977,-121.029797
2012/4/6,7667.899902,7713.240234,7638.049805,7706.259766,1921400,7706.22945,66.43968
2012/4/9,7587.680176,7650.890137,7529.390137,7600.870117,1478200,7600.840216,-105.389234
2012/4/10,7659.029785,7692.939941,7605.669922,7640.680176,1692200,7640.650118,39.809902
2012/4/11,7592.939941,7666.069824,7573.049805,7656.669922,1641000,7656.639801,15.989683
2012/4/12,7669.459961,7673.839844,7599,7662.919922,1762800,7662.889777,6.249976
2012/4/13,7734.549805,7788.27002,7733.180176,7788.27002,2215400,7788.239381,125.349604
2012/4/16,7747.359863,7749.490234,7714.140137,7729.859863,1476200,7729.829455,-58.409926
2012/4/17,7736.700195,7752.100098,7585.870117,7585.870117,1955600,7585.840275,-143.98918
2012/4/18,7676.47998,7683.950195,7590.97998,7605,1684000,7604.970083,19.129808
2012/4/19,7602.279785,7632.72998,7528.040039,7622.689941,1619600,7622.659954,17.689871
2012/4/20,7601.569824,7605.220215,7507.149902,7507.149902,1825600,7507.12037,-115.539584
2012/4/23,7488.819824,7521.419922,7430.930176,7481.089844,1621600,7481.060414,-26.059956
2012/4/24,7457.02002,7533.549805,7444.790039,7498.839844,1516400,7498.810344,17.74993
2012/4/25,7552.779785,7569.25,7525.689941,7563.180176,1553200,7563.150423,64.340079
2012/4/26,7596.529785,7600.450195,7509.879883,7521.350098,1598600,7521.320509,-41.829914
2012/4/27,7569.290039,7598.450195,7459.75,7480.5,1940800,7480.470572,-40.849937
2012/4/30,7439.220215,7501.720215,7422.140137,7501.720215,1614600,7501.690704,21.220132
2012/5/2,7511.759766,7679.069824,7511.759766,7676.810059,2695600,7676.779859,175.089155
2012/5/3,7671.060059,7681.22998,7643.089844,7659.529785,1847200,7659.499653,-17.280206
2012/5/4,7619.72998,7704.870117,7614.990234,7700.950195,2075800,7700.9199,41.420247
2012/5/7,7608.350098,7608.350098,7515.689941,7538.080078,1866000,7538.050424,-162.869476
2012/5/8,7572.160156,7572.310059,7522.290039,7545.709961,1506000,7545.680277,7.629853
2012/5/9,7485.330078,7513.709961,7448.899902,7475.709961,1653800,7475.680552,-69.999725
2012/5/10,7479.140137,7523.370117,7470.810059,7484.009766,1362200,7483.980324,8.299772
2012/5/11,7472.560059,7473.549805,7382.950195,7401.370117,1595600,7401.341001,-82.639323
2012/5/14,7389.890137,7412.589844,7346.859863,7377.180176,1144200,7377.151155,-24.189846
2012/5/15,7328.740234,7396.419922,7291.439941,7395.640137,1547000,7395.611043,18.459888
2012/5/16,7376.709961,7399.830078,7234.569824,7234.569824,1879600,7234.541364,-161.069679
2012/5/17,7304.399902,7356.77002,7274.319824,7356.77002,1840600,7356.741079,122.199715
2012/5/18,7252.240234,7253.100098,7149.359863,7151.189941,2143800,7151.161809,-205.57927
2012/5/21,7164.899902,7220.100098,7164.899902,7192.22998,1296000,7192.201687,41.039878
2012/5/22,7257.959961,7274.890137,7232.52002,7274.890137,1506600,7274.861518,82.659831
2012/5/23,7213.600098,7213.600098,7130.52002,7147.75,1546800,7147.721881,-127.139637
2012/5/24,7155.740234,7190.549805,7090.470215,7124.890137,1644600,7124.862108,-22.859773
2012/5/25,7116.330078,7139.759766,7066.390137,7071.629883,1330800,7071.602064,-53.260044
2012/5/28,7067.549805,7136,7047.319824,7136,1110800,7135.971928,64.369864
2012/5/29,7179.580078,7349.850098,7178.669922,7342.290039,2326000,7342.261155,206.289227
2012/5/30,7331.640137,7331.640137,7222.879883,7261.799805,2155200,7261.771237,-80.489918
2012/5/31,7184.910156,7301.5,7132.799805,7301.5,2517000,7301.471277,39.70004
2012/6/1,7213.689941,7218.75,7106.089844,7106.089844,1836600,7106.061889,-195.409388
2012/6/4,6907.129883,6937.330078,6857.350098,6894.660156,2139600,6894.633033,-211.428856
2012/6/5,6988.52002,7037.569824,6967.310059,7000.450195,1634000,7000.422656,105.789623
2012/6/6,7037.919922,7076.279785,7004.399902,7056.149902,1709000,7056.122144,55.699488
2012/6/7,7133.779785,7139.160156,7052.359863,7080.310059,1657800,7080.282205,24.160061
2012/6/8,7033.509766,7063.080078,6979.819824,6999.649902,1222000,6999.622366,-80.659839
2012/6/11,7081.720215,7137.97998,7081.720215,7120.22998,1485200,7120.20197,120.579604
2012/6/12,7036.439941,7076.370117,7026.27002,7072.080078,1160600,7072.052257,-48.149713
2012/6/13,7103.200195,7109.339844,7059.850098,7088.830078,1321800,7088.802191,16.749934
2012/6/14,7096.859863,7114.069824,7070.359863,7075.100098,1212800,7075.072265,-13.729926
2012/6/15,7094,7166.080078,7085.919922,7155.830078,2347200,7155.801928,80.729663
2012/6/18,7263.810059,7302.819824,7262.799805,7281.5,2049600,7281.471355,125.669427
2012/6/19,7286.540039,7288.97998,7239.419922,7273.129883,1335800,7273.101271,-8.370084
2012/6/20,7309.22998,7334.629883,7281.740234,7334.629883,1568400,7334.601029,61.499758
2012/6/21,7301.790039,7311.390137,7259.109863,7279.049805,1513000,7279.02117,-55.579859
2012/6/22,7210.799805,7229.72998,7185.310059,7222.049805,1374600,7222.021394,-56.999776
2012/6/25,7222.609863,7222.609863,7157.899902,7166.379883,1277000,7166.351691,-55.669703
2012/6/26,7145.220215,7156.990234,7117.169922,7137.930176,1349400,7137.902096,-28.449595
2012/6/27,7137.990234,7199.319824,7127.97998,7183.009766,1275200,7182.981508,45.079412
2012/6/28,7230.470215,7236.709961,7165.339844,7169.609863,1380000,7169.581659,-13.399849
2012/6/29,7183.450195,7296.279785,7177.589844,7296.279785,1617200,7296.251082,126.669423
2012/7/2,7332.089844,7359.990234,7318.220215,7345.160156,1833800,7345.131261,48.880179
2012/7/3,7363.370117,7431.700195,7357.669922,7418.359863,1918000,7418.33068,73.199419
2012/7/4,7414.560059,7442.549805,7397.799805,7422.589844,2111000,7422.560644,4.229964
2012/7/5,7412.549805,7426.620117,7376.450195,7387.779785,1614800,7387.750722,-34.809922
2012/7/6,7392.779785,7406.620117,7328.029785,7368.589844,1536400,7368.560856,-19.189866
2012/7/9,7301.720215,7333.279785,7293.109863,7309.959961,1212400,7309.931204,-58.629652
2012/7/10,7305.759766,7328.75,7228.879883,7251.350098,1614000,7251.321572,-58.609632
2012/7/11,7207.080078,7261.589844,7202.379883,7257.910156,1463800,7257.881604,6.560032
2012/7/12,7240.879883,7242.779785,7130.930176,7130.930176,1603400,7130.902123,-126.979481
2012/7/13,7113.140137,7153.850098,7103.709961,7104.27002,1408400,7104.242072,-26.660051
2012/7/16,7135.939941,7147.379883,7085.379883,7090.040039,1345000,7090.012148,-14.229924
2012/7/17,7056.799805,7133.049805,7051.759766,7127,1630200,7126.971963,36.959815
2012/7/18,7132.649902,7132.649902,7046.089844,7049.049805,1416600,7049.022074,-77.949889
2012/7/19,7109.330078,7163.75,7098.180176,7148.569824,1587200,7148.541702,99.519628
2012/7/20,7136.47998,7164.680176,7130.709961,7164.680176,1183400,7164.651991,16.110289
2012/7/23,7105.990234,7105.990234,6996.180176,7028.72998,1392000,7028.70233,-135.949661
2012/7/24,7004.439941,7015.759766,6968.779785,7008.350098,1498200,7008.322527,-20.379803
2012/7/25,6932.120117,7036.950195,6922.72998,6979.129883,1588400,6979.102428,-29.220099
2012/7/26,7012.939941,7023.97998,6963.569824,6970.689941,1604200,6970.662519,-8.439909
2012/7/27,7060.430176,7124.490234,7045.310059,7124.490234,1832200,7124.462207,153.799688
2012/7/30,7159.209961,7184.310059,7146.069824,7158.879883,1782200,7158.85172,34.389513
2012/7/31,7140.529785,7270.490234,7140.529785,7270.490234,2121200,7270.461633,111.609913
2012/8/1,7242.580078,7273.620117,7223.169922,7267.959961,1899400,7267.931369,-2.530264
2012/8/3,7220.509766,7235.629883,7186.779785,7217.509766,1885600,7217.481373,-50.449996
2012/8/6,7311.740234,7340.560059,7276.600098,7286.330078,2001000,7286.301414,68.820041
2012/8/7,7289.890137,7300.990234,7265.959961,7295.459961,1793000,7295.431261,9.129847
2012/8/8,7331.589844,7357.419922,7302.899902,7319.799805,2231000,7319.771009,24.339748
2012/8/9,7341.870117,7435,7341.870117,7433.700195,2654200,7433.670952,113.899943
2012/8/10,7443.359863,7458.22998,7409.430176,7441.120117,2080400,7441.090845,7.419893
2012/8/13,7495.810059,7495.810059,7423.839844,7436.299805,1704200,7436.270551,-4.820294
2012/8/14,7447.029785,7520.649902,7447.029785,7479.25,2058600,7479.220577,42.950026
2012/8/15,7489.810059,7489.810059,7442.720215,7467.740234,1840400,7467.710857,-11.50972
2012/8/16,7475.680176,7515.02002,7456.399902,7490.209961,2097200,7490.180495,22.469638
2012/8/17,7502.850098,7516.709961,7467.919922,7467.919922,1945200,7467.890544,-22.289951
2012/8/20,7482.049805,7485.160156,7422.439941,7431.910156,1526800,7431.88092,-36.009624
2012/8/21,7459.5,7536.319824,7459.5,7506.810059,1986600,7506.780528,74.899608
2012/8/22,7495.870117,7501.259766,7461.069824,7496.580078,1721000,7496.550587,-10.229941
2012/8/23,7486.580078,7519.029785,7475.089844,7505.169922,1747800,7505.140397,8.58981
2012/8/24,7479.569824,7494.359863,7454.850098,7477.529785,1779200,7477.500369,-27.640028
2012/8/27,7504.450195,7523.540039,7457.75,7468.220215,1568200,7468.190836,-9.309533
2012/8/28,7440.560059,7445.080078,7359.830078,7361.939941,1746800,7361.91098,-106.279856
2012/8/29,7379.47998,7405.299805,7368.399902,7391.149902,1451600,7391.120826,29.209846
2012/8/30,7372.060059,7404.939941,7360.100098,7371.439941,1892600,7371.410943,-19.709883
2012/8/31,7363.25,7406.52002,7363.25,7397.060059,1582800,7397.030959,25.620016
2012/9/3,7430.399902,7462.149902,7389.680176,7450.529785,1820400,7450.500475,53.469516
2012/9/4,7471.310059,7479.009766,7440.029785,7451.350098,1888800,7451.320785,0.82031
2012/9/5,7429.930176,7429.930176,7364.680176,7367.439941,1910000,7367.410959,-83.909826
2012/9/6,7383.040039,7390.759766,7313.560059,7326.720215,1820200,7326.691392,-40.719567
2012/9/7,7434.430176,7446.100098,7409.879883,7424.910156,2176200,7424.880947,98.189555
2012/9/10,7435.339844,7482.740234,7435.339844,7482.740234,2304200,7482.710798,57.829851
2012/9/11,7497.22998,7509.160156,7468.180176,7485.129883,1837000,7485.100437,2.389639
2012/9/12,7518.680176,7571.419922,7515.040039,7570.450195,2700400,7570.420414,85.319977
2012/9/13,7577.160156,7594.759766,7557.279785,7578.799805,2330000,7578.76999,8.349576
2012/9/14,7660.379883,7738.049805,7660.379883,7738.049805,3645800,7738.019364,159.249374
2012/9/17,7768.450195,7778.060059,7725.899902,7762.220215,3299400,7762.189679,24.170315
2012/9/18,7740.569824,7757.040039,7714.430176,7734.259766,2445600,7734.22934,-27.960339
2012/9/19,7739.52002,7781.910156,7726.350098,7781.910156,2740400,7781.879543,47.650203
2012/9/20,7781.810059,7785.470215,7704.609863,7727.549805,2531400,7727.519405,-54.360138
