company name,index,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
太醫,4126,13.7,6.85,24.56,17.52,10.86,5.51,22.82,16.83,11.13,5.63,21.87,16.54,11.21,5.42,21.79,15.95,10.36,5.19
天良,4127,8.76,4.53,18.37,14.25,9.91,5.15,18.44,13.84,8.99,4.47,20.07,15.86,11.71,5.85,19.34,13.82,9.17,4.64
中天,4128,1.8,0.87,3.57,2.62,1.74,0.81,3.29,2.35,1.57,0.73,2.75,1.95,1.31,0.66,3.58,2.77,1.92,0.92
聯合,4129,9.91,4.9,19.56,14.32,9.79,4.31,19.67,14.12,9.41,4.73,17.92,13.17,9.1,4.42,18.54,13.54,9.22,4.8
健亞,4130,1.97,0.99,4.75,3.48,2.32,1.25,4.9,3.82,2.5,1.26,4.1,3.14,2.03,1.04,3.62,2.82,1.89,0.99
晶宇,4131,0.21,0.11,0.59,0.43,0.29,0.18,0.69,0.45,0.31,0.16,1.27,1.12,1.05,0.44,0.84,0.47,0.27,0.15
亞諾法,4133,3.9,2,7.78,5.84,4.04,1.92,7.36,5.5,3.68,1.83,7.79,5.99,4.13,2.18,7.79,5.82,3.88,2.02
麗豐-KY,4137,23.05,13.87,55.28,37.15,22.85,10.37,38.64,27.09,18.03,9.07,35.68,24.06,15.84,7.86,36.06,10.15,,
曜亞,4138,21.61,10.39,43.81,34.27,22.6,10.23,45.45,34.43,22.1,10,33.9,22.59,14.14,5.91,40.63,34.05,25.78,11.66
馬光-KY,4139,11.57,5.47,27.83,18.14,11.17,5.26,21.16,13.74,7.73,3.51,14.71,10.47,6.51,3.07,15.78,11.5,7.45,3.65
龍燈-KY,4141,32,14.7,72.24,49.97,31.53,14.5,75.65,51.53,33.99,13.97,65.77,43.29,26.73,11.91,63.94,43.86,28.94,11.48
國光生,4142,0.67,0.19,1.24,0.7,0.24,0.12,2.04,1.41,1.13,0.02,2.23,1.47,0.8,0.04,2.1,1.26,0.8,0.17
康聯-KY,4144,19.88,9.23,34.94,26.15,16.21,8.18,28.25,20.26,13.27,6.48,23.85,17.28,11.72,5.87,24.6,17.56,11.3,5.48
中裕,4147,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,
台微體,4152,0.34,0.17,1.08,0.87,0.69,0.5,1.73,1.54,1.36,0.65,2.9,2.74,2.31,1.41,5.47,5.02,2.85,
鈺緯,4153,11.63,5.57,34.86,26.21,17.02,7.8,35.24,25.58,15.95,7.37,34.47,27.84,18.77,8.82,35.71,26.17,16.7,
康樂-KY,4154,14.47,7.34,24.74,17.58,11.38,5.44,22.63,15.51,10.76,5.15,16.38,12.48,8.1,3.48,18.74,13.42,8.87,4.27
太景*-KY,4157,0.1,0.03,0.11,0.08,0.06,0.03,,,,,0.1,0.08,0.05,0.02,0.06,,,
創源,4160,6.46,3.13,11.33,8.44,5.56,2.12,9.22,6.85,5.49,2.49,9.84,6.9,4.55,2.2,11.34,9.46,6.29,3.04
聿新科,4161,4.45,2.14,9.14,6.74,4.71,2.33,9.11,6.28,3.9,2.13,11.81,8.75,5.45,2.5,9.79,7.05,4.67,
智擎,4162,2.66,0.01,5,4.99,4.96,0.06,2.25,2.19,0.08,0.04,0.37,0.27,0.18,0.08,2,1.89,1.8,1.71
鐿鈦,4163,27.02,12.19,46.84,34.95,23.54,11.92,44.84,33.79,20.97,9.55,37.63,28.14,18.07,8.19,33.51,25.47,16.86,7.78
承業醫,4164,7.15,2.58,17.15,11.65,7.37,2.19,16.04,10.4,7.25,3.24,15.87,10.91,5.91,2.84,16.58,10.54,6.99,
展旺,4167,2.61,1.19,5.34,4.14,2.75,1.37,5.91,4.01,2.77,1.31,6.2,4.71,3.2,,5.66,,2.41,
醣聯,4168,0,0,0.09,0.07,0.07,0.01,0.1,0.01,0,0,0.52,0.14,0.09,0.05,1.34,0.24,0.17,
瑞基,4171,2.35,1.17,4.34,3.28,2.18,1.01,3.89,3.11,1.75,0.86,3.16,2.42,1.64,0.64,3.29,,1.58,
久裕,4173,14.35,7.01,30.08,22.35,15.17,7.41,30.5,22.69,15.2,7.18,32.44,23.92,15.8,7.7,46.03,,23.74,
浩鼎,4174,0.54,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,
杏一,4175,79.18,38.95,153.73,111.95,74.24,35.67,142.89,104.73,68.26,32.67,151.17,111.9,74.8,36.23,143.67,,68.64,
安成藥,4180,2.84,1.44,3.43,2.34,1.24,0.58,3.15,2.28,1.58,0.83,3.27,1.7,0.59,0.32,3.6,,1.89,
安克,4188,0.07,0,0,0,0,0,0,0,0,0,0,0,0,,0.02,,0,
佐登-KY,4190,13.38,6.28,29.7,21.08,13.88,6.3,30.33,22.32,14.31,7.02,78.35,59.51,,,54.48,,,
杏國,4192,0.05,0.02,0.26,0.23,0.2,0.02,0.09,0.06,0.04,0.02,0.01,,,,0,,,
環瑞醫,4198,1.76,0.8,4.53,3.41,1.73,0.8,4.13,2.81,2.08,0.85,2.86,,1.23,,522.82,,,
中華食,4205,9.32,4.74,17.97,13.26,8.54,4.21,16.95,12.59,8.09,4.01,16.63,12.43,8.08,4.01,18.36,13.72,8.84,4.43
環泰,4207,10.66,4.9,20.48,15.29,10.34,5.05,20.58,15.68,10.58,4.87,24.04,18.98,12.26,6.36,27.39,21.9,14.81,6.39
信立,4303,3.63,1.84,9.01,6.97,4.79,2.33,9.58,7.35,5.11,2.38,8.79,6.48,4.36,1.99,9.1,6.99,4.75,2.17
勝昱,4304,3.84,1.83,8.18,6.16,4.17,2.06,9.36,7.2,4.7,2.41,10.81,7.97,5.13,2.41,10.86,8.36,5.77,2.84
世坤,4305,10.71,4.7,22.75,16.8,11.35,4.96,26,19.35,12.95,6.24,23.91,17.68,11.89,5.39,25.63,19.62,13.38,6.92
炎洲,4306,19.01,8.79,38.91,29,19.23,8.99,39,29.49,19.54,9.37,43.53,32.28,21.39,10.15,46.88,35.41,24.1,11.6
東隆興,4401,18.03,8.59,38.65,29.19,19.83,8.44,35.94,27.38,17.63,8.05,40.91,30.12,19.45,9,31.8,23.08,14.09,7.11
福大,4402,5.22,3.12,19.64,16.06,10.44,4.23,31.08,22.03,16.29,7.09,13.04,8.51,4.24,1.79,14.23,10.83,7.43,3.99
新昕纖,4406,6.38,3.14,14.74,11.07,7.53,3.39,15.78,11.97,8.02,4.12,16.17,12.31,7.97,3.76,16.94,13.06,9.1,4.49
飛寶,4413,7.3,2.09,10.46,8.57,2.6,0.89,1.18,0.84,0.67,0.49,0.78,0.56,0.37,0.19,0.94,0.65,0.38,0.22
如興,4414,9.86,5.18,18.8,13.56,9.24,4.48,18.96,14.4,9.5,4.84,37.22,26.85,17.89,7.92,47.75,35.65,21.7,10.07
台原藥,4415,0.04,0.02,0.26,0.51,0.08,0.02,0.34,0.3,0.29,0.08,1.46,0.77,0.5,0.27,2.2,1.86,1.47,0.24
三圓,4416,0.87,0.44,31.29,30.85,30.4,8.22,56.02,53.41,37.5,1.56,8.42,6.28,5.38,1.62,64.97,58.37,46.54,4.51
金洲,4417,15.74,6.79,34.39,27.18,17.46,8.16,37.26,26.13,16.43,7.53,31.72,23.08,14.95,7.35,34.36,27.1,16.76,7.63
松懋,4419,0.5,0.35,2.87,2.39,1.72,0.97,3.38,2.69,1.89,1.07,6.06,4.65,3.46,1.9,12.99,8.94,4.46,1.65
光明,4420,11.28,5.3,20.48,12.24,5.99,2.78,14.4,10.91,7.2,3.32,15.74,12.04,8.45,4.14,20.51,16.2,11.24,5.34
利勤,4426,11.13,6.35,23.97,17.01,11.1,5.42,18.01,12.73,7.89,4.2,17.21,12.21,7.88,4.03,16,11.56,6.98,2.96
聚紡,4429,13.39,7.17,27.86,21.65,15.22,7.41,33.42,24.79,16.87,7.34,27.43,21.15,14.85,6.25,25.44,20.22,14.04,7.59
耀億,4430,16.32,8.75,34.14,25.84,18.53,9.77,38.27,28.21,19.74,9.23,37.76,28.25,19.41,9.62,40.99,30.96,21.61,10.85
銘旺實,4432,27.01,14.2,46.81,36.21,23.78,11.7,54.91,43.33,29.16,15.76,49.99,36.35,24.93,14.58,54.55,38.53,24.42,12.66
興采,4433,26.22,11.75,49.22,36.63,25.1,10.71,46.31,34.63,24.23,11.53,53.3,43.36,31.42,13.33,60.63,,34.58,
廣越,4438,31.92,7.42,102,83.83,31.02,,105.18,,,,77.76,,,,99.49,,,
健信,4502,23.88,12.56,39.91,24.62,13.17,5.08,11.14,8.31,5.35,2.44,15.28,12.14,8.81,4.52,21.64,16.54,11.04,5.49
金雨,4503,3.91,1.68,5.15,3.48,2.66,1.38,4.94,3.66,2.4,1.01,2.99,2.29,1.41,0.67,4.33,2.9,1.98,0.6
崇友,4506,12.64,7.02,20.64,16.85,9.95,4.16,18.69,12.16,7.89,3.99,18.43,11.86,7.62,3.87,18.65,12.46,7.55,3.56
高鋒,4510,9.96,4.48,18.81,14.61,10,5.14,19.4,14.35,9.61,5.17,22.59,16.33,10.36,4.47,17.11,12.79,9.27,4.19
福裕,4513,9.38,4.55,28.91,22.15,15.58,7.98,32.17,23.76,15.59,7.25,29.93,20.39,13.03,6.29,34.1,27.59,18.35,8.68
永彰,4523,14.2,6.97,24.97,18.26,11.8,4.38,21.39,15.47,10.23,5.34,21.32,15.07,10.76,6.28,27.68,21.23,12.1,6.85
東台,4526,17.09,6.55,36.06,26.16,16.3,7.13,36.32,27.18,17.3,7.34,33.1,24.11,15.44,6.32,31.9,23.56,15.25,7.43
方土霖,4527,13.93,5.74,32.5,22.59,14.62,6.68,32.4,24.57,14.9,6.05,29.2,19.68,11.93,4.97,35.67,26.19,16.09,6.79
江興鍛,4528,13.9,6.55,29.14,21.67,14.52,6.86,23.71,16.87,10.95,4.85,20.84,14.84,9.45,4.32,18.51,14.55,10.01,4.8
昶洧,4529,0.69,0.08,0.4,0.37,0.03,0.01,0.29,0.28,0.29,0.18,0.01,0.01,0.01,0,2.9,2.9,2.9,1.42
宏易,4530,0.27,0.13,1.49,0.25,0.71,0.33,2.1,1.55,0.98,0.31,3.98,3.5,2.41,1.34,3.93,3.32,2.35,1.15
瑞智,4532,20.21,9.37,33.37,26.04,18.98,9.05,38.7,30.61,21.46,10.9,36.22,27.06,18.88,8.71,34.62,26.64,20.06,9.61
協易機,4533,13.63,7.01,21.5,15.88,11.02,3.43,25.46,19.54,13.26,6.14,29.12,20.85,13.73,6.03,25.01,18.4,13.2,5.36
慶騰,4534,10.46,3.53,15.04,11.23,7.29,3.49,14.66,11.05,7.48,3.29,15.31,11.22,7.23,3.14,12.34,9.4,5.95,2.74
至興,4535,20.64,10.36,44.34,33.08,22.38,11.44,45.58,34.16,23.1,11.51,45.28,33.73,22.76,11.28,48.49,36.02,24.07,12.34
拓凱,4536,32.08,13,73.23,55.55,34.53,15.52,72.19,53.32,33.17,14.04,66.59,49.88,30.94,14.99,76.56,,34.25,
晟田,4541,9.29,4.16,19.29,14.27,9.27,4.24,21.2,15.77,10.1,4.82,20.28,14.21,9.31,4.36,16.27,,,
科嶠,4542,4.57,2.63,17.58,15.04,9.69,4.85,29.66,22.46,14.22,8.01,34.96,26.14,15.79,7.58,29.53,,10.95,
萬在,4543,10.03,4.63,24.16,19.58,13.99,7.16,30.38,23.87,17,,30,,14.94,,28.54,,15.01,
銘鈺,4545,16.89,8.69,48.95,37.75,23.21,12.06,50.55,36.38,20.7,9.42,42.21,,17.57,,47.85,,,
桓達,4549,10.52,4.96,21.98,16.53,10.93,5.09,24.76,17.99,11.63,5.27,25.27,,,,24.63,,,
長佳,4550,21.87,10.16,38.9,26.8,16.95,7.72,37.48,25.49,16.28,7.95,33.87,,14.1,,34.37,,9.35,
智伸科,4551,21.05,10.31,37.42,27.27,18.48,9.41,37.27,27.74,18.08,8.86,31.76,,15.54,,33.96,,,
力達-KY,4552,39.74,18.84,84.62,62.92,40.28,18.66,74.98,56.63,38.08,18.72,120.46,,,,96.5,,,
橙的,4554,16.22,7.49,30.36,22.81,14.48,7.19,25.38,,11.78,4.61,37.89,,16.62,,36.83,,,
氣立,4555,9.9,4.01,20.44,16.2,9.93,4.05,21.98,17.12,9.64,3.59,18.34,,8.47,,27.5,,,
旭然,4556,4.98,2.25,11.41,8.34,5.21,2.7,12.19,9.17,5.79,2.53,14.33,,,,11.23,,,
永新-KY,4557,20.68,8.06,40.56,31.45,20.57,8.49,41.91,31.46,20.99,8.91,40.2,,,,48.18,,,
唐鋒,4609,8.3,3.92,22.25,17.16,8.12,3.88,21.49,15.85,9.41,4.35,23.36,17.27,11.52,5.11,21.17,17.23,10.92,4.83
中美實,4702,2.13,0.99,5.15,4.02,2.86,1.4,6.05,4.79,3.33,1.39,3.72,2.8,1.81,0.75,2.98,2.08,1.39,0.69
大恭,4706,10.7,5.33,19.04,13.83,9.09,4.52,19.21,14.6,9.72,4.69,20.46,15.44,10.06,5.11,20,14.8,9.73,4.97
磐亞,4707,4.1,1.97,10.19,8.21,5.72,3.15,39.86,38.01,34.83,18.24,67,49.87,32.71,15.86,57.36,43,28.28,14.1
永純,4711,9.32,4.28,19.65,14.97,10.28,4.98,23.75,17.92,12.38,5.91,27.09,20.09,13.33,6.41,32.17,24.58,17.2,8.5
南璋,4712,4.68,2.25,10.91,9.03,7,4.42,18.66,14.71,9.94,5.83,17.99,14.26,9.61,5.64,30.03,23.35,17.35,11.38
永捷,4714,3.4,1.56,11.07,9.47,6.99,2.86,12,9.65,6.87,3.89,19.47,14.05,9.01,4.75,19.18,14.53,8.94,4.74
大立,4716,7.02,3.21,14.97,11.12,7.43,3.74,17.78,13.32,8.81,4.22,20.03,15.18,9.77,4.74,21.92,16.55,10.6,5.57
德淵,4720,15.2,7.17,30.25,22.54,14.49,6.93,30.66,21.94,13.67,6.16,28.21,20.88,13.67,6.32,32.78,25.16,16.66,7.98
美琪瑪,4721,15.13,7.74,26.96,20.48,14.23,7.03,35.53,27.15,17.31,9.1,28.8,21.01,13.67,7.37,28.54,22.18,14.28,7.51
國精化,4722,24.2,11.26,51.05,38.32,25.76,12.46,56.62,41.35,26.75,12.68,55.05,40.72,26.98,13.07,66.3,49.99,33,15.68
信昌化,4725,14.99,6.69,40.21,33.68,24.65,10.86,79.14,64.63,43.2,20.95,77.33,57.61,38.47,18.19,87.08,65.73,43.5,21.36
永昕,4726,0.36,0.09,1.23,0.71,0.18,0.11,1.02,0.55,0.44,0.04,0.58,0.23,0.14,0.01,0.62,,0.12,
雙美,4728,1.05,0.64,2.07,1.75,1.04,0.59,3.38,2.34,1.64,0.94,3.92,3.02,2.02,0.95,2.56,1.41,1.1,0.71
熒茂,4729,10.44,5.55,47.95,41.47,35.19,15.08,73.06,55,36.84,15.42,48.04,33.54,20.33,7.98,35.97,25.78,17.28,8.97
豪展,4735,13.05,6.46,34.74,24.37,15.78,7.13,26,17.12,9.02,4.03,20.41,14.43,8.37,3.7,17.7,13.46,7.61,3.95
泰博,4736,20.65,10.13,37.2,27.5,16.83,7.6,37.8,27.81,17.74,8.79,36.45,27.26,17.78,8.25,38.24,28.02,17.88,8.4
華廣,4737,12.1,5.28,25.37,18.43,11.68,5.9,29.64,20.6,13.11,6.38,35.52,26.72,17.67,8.03,32.65,24.94,16.07,7.4
康普,4739,26.75,13.46,58.08,43,28.6,14.11,50.62,36.73,22.52,11.3,47.02,36.85,23.87,12.77,53.16,41.67,27.88,14.47
合一,4743,0.01,0.01,0.04,0.03,0.03,0,0.04,0.03,0.02,0.01,0.04,0.03,0.03,0.01,0.07,0.04,0.02,0
合富-KY,4745,26.44,13.18,56.94,42.14,29.01,15.58,56.46,42,28.92,14.84,47.81,36.86,25.95,12.24,46.11,36.69,24.25,
台耀,4746,18.52,8.39,29.69,19.73,11.58,6.04,29.57,23.35,16.52,7.21,29.43,20.63,12.09,2.83,37.64,28.78,18.81,9.42
強生,4747,6.79,3.46,12.66,9.23,6.28,3.14,14.02,10.6,6.99,3.55,13.66,9.77,6.58,3.37,14.79,,7.44,
國碳科,4754,12.81,4.98,26.29,18.07,12.36,4.43,22.58,,9.64,,19.34,,8.71,,17.38,,,
三福化,4755,21.54,9.95,39.05,29.22,19.14,9.8,39.05,29.67,20.39,9.15,36.61,27.27,18.56,9.06,46.39,,,
三汰-KY,4762,10.45,5.06,20.82,15.21,10.16,4.79,25.92,18.74,12.2,5.7,74.25,,,,,,,
材料-KY,4763,17.43,8.74,30.95,23.36,15.69,7.4,34.4,,,,,,,,,,,
VHQ-KY,4803,15.08,7.24,23.88,17.15,9.84,4.26,19.63,13.93,9.77,4.26,24.97,,,,,,,
大略-KY,4804,16.64,6.98,37.84,24.02,16.58,6.21,23.04,12.09,8.66,3.11,12.82,,6.72,,17.96,,,
昇華,4806,8.21,4.49,14.22,8.18,6.6,5.66,7.67,,2.57,,20.45,,11.13,,11.28,,,
聯光通,4903,6.52,3.02,17.42,13.55,8.16,3.6,21.2,12.97,7.78,3.1,16.84,11.58,7.32,4.2,20.25,13.99,6.85,3.22
遠傳,4904,14.39,7.31,29.86,21.91,14.86,7.61,28.9,20.91,13.78,7.02,27.52,20.35,13.56,6.78,26.62,19.75,13.1,6.54
台聯電,4905,0.99,0.47,2.28,1.67,0.95,0.49,3.56,2.36,1.54,0.84,4.85,3.69,2.32,0.99,5.76,4.09,2.78,1.72
正文,4906,23.34,10.19,57.87,45.05,30.42,14.67,57.79,42.26,24.9,11.81,64.43,50.68,35.59,16.8,86.6,66.6,44.29,19.77
富宇,4907,0.64,0.18,7.32,2.66,1.29,0,2.3,0.57,0.57,0,3.71,1.91,0.14,0.08,0.94,0.03,0.02,0.02
前鼎,4908,7.09,4.21,13.39,9.52,6.18,3.35,17.33,13.36,9.27,4.76,17.24,12.86,8.55,4.35,18.16,14.21,9.82,4.66
新復興,4909,8.33,4.45,17.12,12.15,7.83,3.77,18.6,14.14,9.54,5.02,19.79,14.59,9.59,4.3,19.31,14.49,9.31,4.55
德英,4911,0.36,0.17,0.97,0.49,0.23,0.1,1.39,0.99,0.64,0.46,0.78,0.67,0.45,0.25,0.57,0.4,0.25,0.11
聯德控股-KY,4912,36.75,15.99,74.03,52.77,34.24,20.55,92.41,65.79,39.35,18.58,64.48,46.32,26.82,12.82,58.92,44.95,29.06,12.07
致伸,4915,64.08,31.72,148.67,99.29,60.26,29.37,120.19,89.28,57.94,26.69,97.61,72.09,48.2,24.41,101.02,73.65,48.57,23.66
事欣科,4916,15.92,5.53,21.76,15.88,10.46,5.63,20.85,15.74,11.71,5.87,25.44,18.95,11.77,5.59,60.44,,32.59,
新唐,4919,19.63,8.92,35.24,26.71,17.13,7.86,32.87,25.55,16.92,7.79,32.81,25.46,17.05,7.9,35.71,28,18.68,7.9
欣厚-KY,4924,6.06,2.73,15.5,11.62,8.2,4.21,20,15.57,10.2,5.39,32.13,25.51,16.2,8.17,32.99,25.99,16.74,7.64
泰鼎-KY,4927,32.61,14.98,70.38,53.08,31.14,14.14,60.13,44.98,28.4,13.42,65.33,49.14,31.98,15.48,61.75,46.38,28.94,14.59
燦星網,4930,42.47,21.79,101.74,77.66,47.79,24.53,101.76,74.94,46.33,22.6,51.88,37.98,22.81,11.07,67.44,49.52,30.74,14.31
友輝,4933,20.8,10.37,52.45,39.39,26.27,12.86,48.31,36.04,23.27,11.17,48.97,37.2,24.65,11.38,68.9,47.38,28.63,12.76
太極,4934,13.14,5.97,24.72,16.49,9.77,4.79,23.7,16.8,12.14,5.5,22.28,15.88,10.55,4.22,18.16,15.21,10.33,4.64
茂林-KY,4935,22.71,10.04,54.46,40.65,25.42,11.98,48.23,34.36,21.4,10.09,33.4,24.3,14.92,7.17,36.13,26.07,14.49,6.17
和碩,4938,186.8,99.56,466.37,308.06,189.12,105.39,430.75,282.08,182.1,92.4,409.44,294.78,185.29,93.8,385.34,268.35,170.89,75.11
亞電,4939,5.98,2.79,15.84,11.97,7.51,3.65,19.93,14.92,9.29,4.13,20.59,15.38,9.76,4.48,20.61,15.38,9.47,4.58
嘉彰,4942,22.01,10.93,47.59,35.79,24.84,12.73,61.99,47.12,30.69,15.24,62.74,44.72,27.52,13.38,54.17,38.89,25.14,12.23
康控-KY,4943,10.14,4.91,32.54,24.19,15.18,8.02,31.76,,13.43,,34.32,,16.17,,32.28,,15.48,7.25
兆遠,4944,3.13,1.56,10.38,8.42,5.83,2.81,11.95,9.77,6.24,2.92,11.47,8.83,5.86,2.44,15.45,13.19,9.59,4.22
辣椒,4946,7.61,4.24,17.07,13.61,10.18,6.12,30.74,24.84,16.95,9.58,37.39,27.92,17.27,9.09,37.01,28.97,21.6,12.69
昂寶-KY,4947,30.25,12.11,73.16,51.25,31.99,14.51,67.03,51.1,34.88,16.48,64,47.31,28.26,11.66,47.17,34.76,21.84,8.59
牧東,4950,4.66,2.05,6.78,5.07,2.89,1.34,6.72,5.4,4.84,4.89,27.24,44.06,29.07,13.92,48.8,32.4,18.9,9.4
凌通,4952,16.15,6.29,28.32,21.99,13.86,5.17,26.17,20.55,12.91,4.35,29.18,24.04,15.22,5.39,26.93,21.58,12.61,4.42
緯軟,4953,31.28,15.68,57.02,43.18,28.8,14.26,58.24,41.98,27.97,13.78,58.38,43.49,28.42,14.64,59.94,,30.17,
光鋐,4956,6.25,2.74,13.87,11.18,8.04,3.75,15.55,12.07,7.99,3.54,13.17,9.74,6.52,2.98,13.46,10.36,7.13,2.96
臻鼎-KY,4958,38.42,19.13,106.54,73.17,45.28,22.08,102.83,67.7,41.68,20.1,87.3,56.44,33.43,16.68,78.71,53.85,34.9,17.65
奇美材,4960,9.65,4.55,24.72,18.56,12.72,6.52,30.67,23.21,15.51,7.53,36.35,28.42,19.68,9.55,41.07,30.74,20.3,10.16
商店街,4965,38.68,19.96,64.41,44.96,28.51,13.42,50.85,36.35,24.03,11.76,41.06,28.09,17.68,8.72,49.22,36.27,23.78,11.84
譜瑞-KY,4966,59.11,30.27,94.75,65.67,40.04,20,82.5,60.01,36.55,17.86,56.37,34.8,19.11,8.26,92.43,74.56,46.8,20.42
立積,4968,18.21,8.67,34.39,25.16,15.85,7.23,31.48,23.75,15.76,7.39,26.53,,11.71,,21.24,,10.81,
IET-KY,4971,13.17,6.4,24.94,19.43,12.56,6.05,21.81,16.11,9.17,4.08,19.01,14.62,10.1,4.47,21.49,15.8,,
湯石照明,4972,16.13,7.35,34.26,26.03,16.67,7.23,31.99,23.51,14.84,6.9,30.05,21.63,13.83,6.89,40.38,30.08,19.1,
廣穎,4973,36.28,19.28,87.48,64.27,43.81,23.78,111.32,79.42,52.71,27.09,126.75,89.92,57.75,28,113.02,81.96,52.93,29.5
亞泰,4974,21.66,7.55,57.96,45.87,30.82,14.53,53.14,41.32,26.97,12.49,56.35,42.69,25.65,10.44,65.15,52.51,34.01,15.22
佳凌,4976,6.34,3.1,13.56,10.05,6.05,2.62,14.39,11.57,7.84,3.54,17.87,13.97,9.19,4.33,18.03,12.96,7.98,4.1
眾達-KY,4977,16.7,8.31,33.53,24.25,15.91,8.81,35.22,25.56,16.41,7.77,34.71,25.19,15.83,7.16,36.83,,18.38,
華星光,4979,22.22,14.06,56.22,40.38,27.2,12.85,44.82,31.57,19.8,9.12,35.38,25.6,17.56,8.06,43.09,31.78,19.82,9.1
科納-KY,4984,15.67,7.31,27.46,19.03,11.38,5.35,24.63,17.69,11.52,5.72,21.9,16.21,9.4,4.41,17.77,14.36,9.44,4.64
科誠,4987,18.69,8.8,43.39,33.82,22.04,10.77,51.63,38.29,25.46,12.06,39.95,28.67,16.84,7.8,34.25,26.12,16.68,7.63
環宇-KY,4991,12.79,6.28,28.72,20.55,13.21,6.18,29.86,21.23,13.55,6.43,28.34,20.39,12.87,5.95,22.34,,11.16,
傳奇,4994,4.71,2.39,11.2,8.64,5.33,2.63,16.66,12.44,7.58,4.22,17.04,11.06,6.42,3.55,21.51,15.88,9.35,5.53
晶達,4995,13.33,7.55,23.54,18.44,12.72,6.54,24.55,18.73,13.15,6.68,15.99,11.42,8,3.76,15.51,11.69,7.22,3.54
鑫禾,4999,13.93,5.7,29.36,20.87,13.23,6.79,32.36,23.78,15.55,6.45,28.36,19.49,12.32,5.85,32.57,23.2,14.89,
三星,5007,11.85,5.76,22.71,17.49,11.99,6.22,26.49,20.15,13.38,6.6,27.67,20.52,13.04,6.06,24.8,19.56,13.36,6.38
榮剛,5009,9.23,4.44,24.92,19.95,13.91,7.04,27.92,20.91,13.71,6.5,24.77,18.28,11.93,5.47,27.59,22.18,14.88,7.27
久陽,5011,13.24,6.22,28.71,21.2,13.55,7.52,29.59,23.19,15.81,8.16,24.67,19.65,13.67,6.51,28.49,21.88,15.81,7.21
強新,5013,24.33,11.98,46.95,33.74,23.18,11.81,55.65,39.79,25.51,12.58,49.97,35.59,23.27,10.32,43.14,32.73,21.85,10.85
建錩,5014,34.98,15.53,87.36,64.95,39.84,18.14,83.87,60.48,36.28,14.55,70.5,54.03,34.64,15.78,81.76,63.19,40.13,18.12
華祺,5015,17.59,8.71,34.09,24.01,14.55,7.85,44.94,34.19,23.33,11.75,43.36,31.04,20.11,9.59,38.44,29.02,19.61,9.64
松和,5016,23.12,10.93,45.11,34.06,23.44,11.94,54.62,41.08,27.1,13.48,52.79,38.85,25.49,12.9,52.84,40.59,27.66,13.16
富強,5102,4.52,2.14,10.94,8.31,5.84,3,16.36,11.1,6.91,3.09,17.16,12.79,8.48,4.26,22.47,16.85,11.38,5.51
凱衛,5201,3.21,1.51,8.76,6.42,4.31,2.38,8.79,6.53,4.58,1.93,6.98,5.09,3.26,1.39,7.37,5.24,3.34,1.48
力新,5202,2.05,1.13,5.02,3.5,2.25,1.18,4.46,3.29,1.93,1.04,4.68,3.27,1.95,0.99,4.23,2.76,1.77,0.91
訊連,5203,10.02,5.23,20.42,14.52,9.79,5.01,22.18,16.52,11.14,5.44,25.77,19.17,12.6,6.33,36.6,27.27,18.55,9.62
漢康,5205,1,0.02,0.12,0.11,0.06,0.04,0.44,0.38,0.31,0.23,2.12,1.79,1.1,0.62,5.97,5.51,4.09,1.32
坤悅,5206,1.28,0.59,11.47,5.94,1.88,0.18,4.88,4.22,0.52,0.13,10.5,8.86,5.7,0.04,5.29,4.97,4.97,3.74
新鼎,5209,26.38,11.82,61.61,45.74,30.71,15.67,58.01,37.5,24.57,11.13,48.87,34.69,22.57,10.48,61.59,51.13,36.06,16.33
寶碩,5210,2.12,0.77,4.8,3.56,2.72,1.12,4.99,3.68,2.5,1.31,4.43,3.23,2,0.96,3.63,2.4,1.59,0.81
蒙恬,5211,4.24,2.12,8.3,6.23,4.17,2.1,9.39,7.23,5.03,2.55,10.29,7.68,5.18,2.53,13.22,10.07,6.9,3.42
凌網,5212,7.76,3.59,19,12.02,7.34,3.22,17.3,11.03,6.62,3.06,15.96,9.99,6.16,2.76,15.99,9.27,5.55,2.69
亞昕,5213,2.2,1.63,12.13,6.83,6.35,5.26,5.8,2.11,2.01,0.64,16.71,13.83,10.5,8.62,10.69,5.93,4.72,1.68
科嘉-KY,5215,12.61,5.79,36.57,25.49,16.25,8.22,36.42,27.14,16.93,7.74,28.52,20.45,12.53,6.17,37.92,27.82,19.03,8.76
東科-KY,5225,43.81,23.7,135.55,103.96,64.48,34.29,93.59,69.45,41.01,17.63,85.92,68.89,43.25,19.01,72.68,55.33,33.21,17.34
立凱-KY,5227,2.9,1.19,6.65,4.85,3.17,1.69,6.09,3.81,1.87,0.85,4.06,3.19,2.16,0.72,5.81,,,
雷笛克光學,5230,12.95,6.1,30.7,22.73,14.55,6.29,29.62,22.44,14.67,6.4,27.67,20.33,12.95,5.48,24.9,18.03,11.23,4.85
