company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
致茂,2360,18.38,16.88,14.72,12.59,12.82,11.82,6.82,11.85,12.69,10.37,7.15,11.49,12.02,13.06,10.3,9.22,9.9,9.34,7.99
藍天,2362,11.06,11.56,13.02,12.96,13.54,13.76,14.27,13.66,14.53,15.69,14.58,15.77,16.22,16,13.89,12.12,11.48,12.69,13.04
矽統,2363,-181.09,-153.45,-155.36,-133.75,-125.94,-109.54,-130,-66.19,-61.7,-68.98,-89.52,-84.46,-80.79,-93.89,-107.23,-217.08,-210.98,-283.35,-296.06
倫飛,2364,-16.9,-10.27,-6.4,-22.38,-32.27,-31.71,-32.36,-26.44,-28.69,-30.76,-39.59,-23.82,-24.93,-30.24,-41.49,-12.89,-6.31,-6.28,-1.81
昆盈,2365,-3.22,-2.79,-2.59,1.06,1.12,1.9,1.54,1.54,0.9,1.24,1.64,0.79,2.16,1.51,0.49,-0.07,0.36,0.69,0.74
燿華,2367,-9.14,-13.04,-8.24,3.98,3.82,3.03,4.88,1.89,1.03,-0.47,-4.32,-0.31,0.32,-0.26,-4.62,-4.29,-4.54,-4.36,-5.63
金像電,2368,3.11,1.41,-2.9,3.04,2.92,2.73,5.98,5.1,3.79,0.58,-3.5,-3.31,-3.35,-5.99,-9.08,-10.19,-10.1,-7.24,-4.63
菱生,2369,1.59,1.6,1.28,-1.08,-1.94,-1.77,-0.39,3.66,4.06,4.39,3.11,6.17,6.12,6.69,4.37,6.59,7.07,7.41,1.71
大同,2371,-5.77,-4.96,-6.66,-9.89,-10.22,-10.09,-7.52,-0.65,1.55,5.3,5.29,-3.33,-3.91,-5.75,-8.05,-14.29,-13.97,-14.38,-14
震旦行,2373,6.81,7.14,6.35,5.36,5.02,5.2,5.15,7.43,7.38,7.75,7.48,8.21,7.58,7.36,7.67,6.56,5.51,5.58,5.74
佳能,2374,0.17,0.45,-0.87,3.16,3.36,2.88,1.4,0.44,0.65,-0.12,-0.58,1.4,1.54,1.39,1.53,3.31,3.36,3.41,2.64
智寶,2375,-1.17,-7.23,2.76,2.99,2.43,1.52,2.21,4.98,4.05,4.78,5.55,0.58,3.57,3.13,2.65,-8.37,-11.21,-15.75,-16.99
技嘉,2376,3.86,3.69,4.31,2.46,3.04,2.15,2.71,3.31,3.81,3.92,4.48,3.53,4.04,3.42,3.72,2.69,3.37,2.69,2.6
微星,2377,5.62,5.14,5.88,4.76,4.62,4.14,5.39,4.23,4.32,4.47,4.93,3.31,3.4,3.03,2.71,1.31,1.61,1.1,0.87
瑞昱,2379,9.9,10.11,9.17,5.73,5.03,6.16,8.52,9.01,10.1,11,10.78,8.91,9.8,9.76,10,9.32,9.55,10.18,9.74
虹光,2380,-11.03,-14.58,-19.78,-6.28,-7.19,-6.83,-5.28,-4.72,-5.94,-5.81,-5.54,-10.69,-13.4,-17.59,-19.94,-5.77,-5.1,-11.41,-10.94
廣達,2382,2.17,1.89,1.78,1.81,1.74,1.79,1.82,1.51,1.61,1.67,1.34,1.48,1.6,1.38,1.31,1.49,1.58,1.49,1.83
