company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
震旦行,2373,362659,314626,320078,308071,329190,327723,316011,204216,344597,320180,293174,287694,335743,342694,306093,282790,320978,279671,257031
佳能,2374,240575,65317,-17030,96658,295550,323690,151546,162253,202291,13747,-207302,94782,155441,88378,75307,179537,350725,345112,294437
智寶,2375,3438,-120271,-40323,5925,4313,15632,15419,15618,43214,29423,34505,454629,32521,77029,29006,937,-25505,-44593,-72532
技嘉,2376,812598,427076,542265,325225,817615,355589,424271,497277,684211,493566,725268,400409,896241,455224,607606,203981,689605,381999,278900
微星,2377,1614505,928492,1154224,1059159,1143946,554781,948570,544342,705259,794088,970172,525021,601645,421932,428094,13293,487083,287310,77208
瑞昱,2379,748968,1017762,590892,721989,599903,364871,741110,554821,1503962,1013555,820013,698968,827206,778592,730563,482602,624501,585883,560550
虹光,2380,-71368,-56284,-105110,-91806,-17247,-53606,-55477,18877,-25863,-65058,-12865,-21370,-39844,-91054,-93757,-104737,6841,-94487,-115283
廣達,2382,4012842,3574943,3645190,4995810,5741308,3434423,3578131,5389437,4762579,4232203,4851801,5580831,4801828,4084926,4641962,5636138,6576474,6030827,5173197
台光電,2383,825012,596350,557910,597985,770879,479491,543832,538247,456446,297605,249335,184552,270787,194074,188710,234876,344812,256777,292625
群光,2385,850002,978897,629156,1609872,984110,1198330,687421,1548248,1200780,1161036,745766,1080744,1079900,975655,993442,1373609,1218366,791794,756074
精元,2387,129948,100910,167369,379022,286340,27692,121159,227606,240212,190716,65853,6510,-7304,-41489,141930,14808,24065,-113262,-1096
威盛,2388,29145,71682,59372,-450361,1707150,-54754,-378569,-716527,-383637,-77506,-422385,-89179,-147613,211173,-1248477,-1040680,-1173880,-1743470,-84143
云辰,2390,-55646,-27265,31122,66134,84756,12260,8063,-25586,-50901,21996,-21510,48979,-33355,4499,33959,104713,-17969,-46852,-29988
正崴,2392,238855,-30666,23469,180585,1053263,149009,343721,1019154,574550,55923,241990,732547,527800,177964,613148,1432301,582392,322952,-46976
億光,2393,464282,458271,448208,548124,409616,308662,566696,547792,725629,492700,414616,350470,486070,400932,224316,8010,232947,235175,66384
研華,2395,1473549,1469206,1316461,1352152,1235918,1332693,1206212,1240030,1327142,1208583,1156121,1025866,1108334,1126041,866968,832707,925525,977174,750404
友通,2397,118128,136327,148701,75410,120183,90497,72897,101540,85506,74237,76008,58937,66942,70428,57040,59616,63089,41897,50782
映泰,2399,-45774,26245,-20939,-58667,15712,-50242,-11126,-153263,16935,13269,56943,33002,4681,28380,56557,867,6052,52993,38171
凌陽,2401,57264,90419,36388,300747,-212045,161428,578150,94053,206977,252695,390,-50119,74347,151027,-46708,-591138,44798,90286,-201941
毅嘉,2402,18769,-47011,-54541,3880,75733,53544,-79885,201138,236447,426591,206136,135899,73696,138712,19169,80248,23049,-29689,30452
漢唐,2404,422238,397012,333660,190842,434319,441308,214201,123809,145015,306972,195821,235861,360842,323111,214370,159216,92964,188855,82577
浩鑫,2405,42254,-9557,-59540,-15633,-34862,-79250,-87315,-13574,-96160,-33104,-112880,109670,146340,173131,23819,47375,167930,64197,30946
國碩,2406,95945,273906,511965,493300,555804,-6152,55454,137747,-8160,124379,417314,-300896,-140953,-20252,-5592,-299003,-169065,100149,602388
南亞科,2408,1401314,404972,1844798,1875790,4731494,4264873,6299243,8574236,7465797,6085205,6070128,3936361,1976890,1691763,505449,-8880991,-10088262,-6677806,-10382278
友達,2409,4615612,-803574,-5580424,-8239234,3379426,4430574,5272116,6574925,7300102,4023711,165971,1081341,2509868,3981530,-3319641,-13171542,-16479023,-12460812,-13795627
中華電,2412,9918328,11333097,11927310,9766251,11967689,11362612,10567793,8285908,9795223,10695470,10384770,9446011,10892987,10886529,9614100,9221184,10468715,11469536,9878307
環科,2413,8612,31513,15937,25691,90080,19659,31977,34416,64656,-47339,1107,9990,-12506,23438,-21991,24437,-57634,-109594,-152171
精技,2414,73154,58165,68629,65507,57211,41039,74487,54485,79894,65150,66379,56927,46181,28022,35633,75010,53562,53656,27261
錩新,2415,90475,47933,17148,12249,29266,17907,2616,7241,110896,35767,30732,25347,13323,14258,11253,108365,-257,-4891,-1520
圓剛,2417,10139,-362,-47183,-71279,-41559,-69055,-104750,-70846,-33727,-10274,-19712,-68315,-17575,-55869,-28978,-8689,9788,-5823,6393
仲琦,2419,101857,92125,101510,151358,78925,54305,4666,78584,53520,38980,63021,-21771,14525,124681,28833,76406,73853,72371,84389
新巨,2420,103776,128274,133137,176188,209255,117858,150160,192023,164902,101184,133082,157914,113417,102753,129095,58999,120235,73794,80354
建準,2421,178671,141639,51612,167163,177804,74452,29541,77195,119432,125998,63625,92547,113128,74452,30701,-1374,81609,101578,38209
固緯,2423,58772,69416,57528,76111,68666,40117,46307,30594,59356,46527,38657,2820,20725,57439,36911,-10481,33199,72176,19284
隴華,2424,-17517,-8069,-12628,-19684,14704,-12034,-9817,2591,3567,1134,-13585,183919,-90,29613,-1192,-2160,-3686,-20695,-3673
承啟,2425,10300,15052,13795,47852,124050,4378,6432,78096,67278,24071,101846,90485,93446,89288,78823,45723,8833,32940,-6483
鼎元,2426,11058,42770,25062,9534,108816,109145,86340,99277,84012,94185,85842,-781937,-5238,-104407,-124541,-248612,-124239,-354026,-97147
三商電,2427,18636,13228,7469,17342,22663,5636,-12874,7372,2688,8460,3467,6309,-22200,-1945,-677,19142,-28615,-11234,11320
興勤,2428,312092,218184,123617,146466,269744,131984,136699,180546,190973,110468,153659,160278,130479,112385,80547,87829,129484,118721,78361
銘旺科,2429,833,15563,5572,-52879,-16487,-3524,-12226,-33510,-22884,-16188,-27233,-26630,-47658,-18704,2911,-21571,-14103,187697,-12712
燦坤,2430,106368,125129,156576,16749,146850,19673,74427,-287975,68712,21655,156316,61639,147053,59914,204616,130864,175057,130457,286326
聯昌,2431,22670,23061,10286,-18356,17023,3030,33658,8182,82351,34136,17687,22359,30433,7289,-4065,-25021,-14467,-49890,-34477
互盛電,2433,206178,71855,86436,94380,208800,137901,99540,83060,216304,129390,68112,67889,186915,379719,166983,69986,216479,96649,68234
統懋,2434,-36849,-49145,-53333,-19723,-175326,-48953,-44580,89566,-60248,-79253,320926,-123301,-18634,-24221,-16231,-20961,-73717,-48757,-33877
偉詮電,2436,69044,27754,17616,11318,57486,36113,16930,27229,89516,37330,54932,29497,42889,11772,43112,-30467,26366,33963,-9619
旺詮,2437,78009,108433,62842,93795,109029,102207,68562,65669,75826,124769,74548,77602,80521,70959,47234,51354,63767,44028,4430
翔耀,2438,10293,1643,12582,11803,27959,11544,36369,-1225,21120,39365,-7946,12718,768,-7915,-18838,-112885,-18101,-12104,-41449
美律,2439,916479,319380,38394,304783,260256,28721,71466,288283,406680,298901,284676,459034,316161,90387,165564,203041,-23063,140755,157216
太空梭,2440,12037,666,-17101,-15260,-15188,17707,-11886,14977,-3211,-7388,-15595,11325,-21177,-25713,-48764,-79314,-35797,-42592,-28016
超豐,2441,581723,531298,531032,478642,498962,500958,497273,515559,611730,616375,517610,494006,429679,405426,286339,240089,358807,483296,157733
新美齊,2442,37599,24681,-72051,12094,-21663,17783,43250,32470,72329,4453,26415,31136,24433,26177,30653,43944,45207,-31033,68627
新利虹,2443,-61417,-65932,-47007,-46462,-74553,-44166,-78880,-14119,-33459,-73584,-6884,810193,9960,-6095,-46051,-1087167,-30041,-30929,-23784
友旺,2444,6720,26782,26536,76809,38295,-112574,22793,17890,3900,3700,22962,-205354,2868,-834,5671,-34142,-6879,39105,7113
晶電,2448,-52917,-1876959,-1664335,-2736313,-1297134,-149217,865082,86207,1822440,746805,-852505,26363,-65302,361675,-248181,-1586826,-69286,157986,-831996
京元電子,2449,877038,847094,603073,462555,540264,680032,599422,527243,818738,782749,431001,381674,506809,570493,358499,416365,599318,402526,137279
神腦,2450,269692,219626,251697,324068,107474,236503,130503,258394,4157,104288,182864,266496,310908,306845,545717,369658,346961,259339,516142
創見,2451,474897,763771,623398,808887,1086170,490994,835851,1028157,966262,839975,900811,706240,619740,1003332,869645,577648,931762,719466,616506
凌群,2453,4747,25737,707,21891,22985,16379,3627,16467,18183,54688,8898,20267,16233,48851,9832,24370,16177,36834,5056
聯發科,2454,7830287,6589719,4472987,4180560,7959768,6377407,7250997,10409887,13301237,12548608,10139341,8616209,8416227,6716448,3735766,4871971,4930724,3347495,2498123
全新,2455,84958,159243,160359,116394,170641,172606,133016,151128,155223,87676,74384,62044,79975,186436,132257,68021,64428,165562,163505
奇力新,2456,210982,156711,148647,133705,152837,135968,142602,112696,115283,81895,53035,52274,67386,74711,65146,49042,85704,82653,42144
飛宏,2457,-58946,-186447,-198645,-59112,-66914,-256929,-128849,19616,80168,41851,5958,-7628,104807,16151,37185,70665,93263,93912,36905
義隆,2458,228021,120342,90159,157237,215295,144668,221746,302191,367453,439863,295225,346042,275785,468985,376127,304920,343214,270610,184666
敦吉,2459,156915,98904,83327,97552,123444,121906,84349,105128,167668,137166,98881,87597,141057,75037,129541,125700,133791,132173,80363
建通,2460,14585,21326,-15990,12267,-23388,-18026,-12156,21104,25004,66532,-25202,16895,48889,-45703,-5363,2252,16381,33896,32415
光群雷,2461,57590,35585,39636,59460,76885,30748,16281,-9437,90620,59798,51716,55398,68743,73486,110826,49915,71631,34842,30328
良得電,2462,39838,17114,710,52945,86254,2546,34493,19835,56037,8060,67097,58425,64491,18151,51461,41007,84026,84362,84491
盟立,2464,80274,133137,111536,158883,178224,118697,114764,95856,112078,89531,83466,60695,76211,95282,115426,74925,21596,67370,38091
麗臺,2465,-29328,-50770,-41482,-33771,-41324,-42651,162232,-39740,-20148,-48574,-32430,-26061,-2001,-37329,-36202,-37344,-31152,-32513,-24505
冠西電,2466,-11024,15168,-38177,-40028,10422,-25615,-32548,-37587,-5872,-56259,-24607,63189,-106648,-31963,-26472,-127936,-21537,-30041,2429
志聖,2467,61690,42520,44004,-686613,-31739,35904,-47129,57854,42037,77075,51479,44290,42274,84137,100530,53990,78472,70239,27851
華經,2468,6808,15524,7106,23838,13317,14071,6090,23390,11338,-603,7913,25798,2106,2876,120,13010,-9152,14255,-11105
資通,2471,21312,-7674,12360,26654,9507,9074,-8732,54598,344,-6155,12719,27314,-9189,9138,23689,23329,23659,10122,31490
立隆電,2472,113389,85372,170270,83669,204282,88494,101054,164482,205468,161400,109557,153950,49024,115763,96659,59306,65905,62382,-3277
可成,2474,4480721,3871644,4165629,7085809,8172271,5258352,4664919,6442781,4812180,3645992,2986804,3474010,2776235,3641144,3925731,4602027,1987693,1526790,2792533
華映,2475,165380,961703,-2789991,-2517387,-3484212,-1199419,-1239477,-2475729,-1513161,15000,318833,424825,717025,-3337544,-1999101,-1578208,-3310755,-4034192,-2392548
鉅祥,2476,142191,150318,88191,130046,168076,98361,78165,97622,135950,127757,106204,120578,105854,125778,58148,115652,159439,124661,72636
美隆電,2477,90341,71161,67047,90820,154622,13248,33175,-31070,-140839,-42784,-3584,-10977,1642277,-33600,5507,77306,87086,40247,-42134
大毅,2478,54037,54563,60427,51853,106483,49244,45917,50951,59052,26851,43544,-2692,32007,33954,21808,5283,40341,51996,14458
敦陽科,2480,96107,70697,65997,72491,73456,57551,64696,73722,82495,53426,58043,797,113899,76275,75940,30885,67435,76744,84584
強茂,2481,187185,160861,226062,162594,152944,60760,-5671,-139964,76181,44536,9245,-329021,-63082,-172747,-216150,-446963,-231378,-219125,-278033
連宇,2482,-743,3754,9049,-25272,24014,10094,5291,8920,3860,-20763,-3144,-12765,-2234,-1313,4973,5272,-6843,2861,1649
百容,2483,37921,39986,36953,23027,69043,78331,22990,37643,55799,51135,38552,48489,29675,24397,22462,-9406,12852,9933,-28731
希華,2484,42526,88822,9780,49104,99142,57931,49795,103024,74036,79270,36867,36405,36246,42974,22683,-82857,-4182,-3671,-71718
兆赫,2485,48898,108670,220390,277587,361640,109503,74544,207977,163083,21332,177354,184915,160451,224993,175497,17515,136664,175198,152069
一詮,2486,-13162,-26533,-34767,-197395,-6419,-76708,-12291,27857,64324,60738,49078,60652,59612,30770,42197,-58239,104115,-36187,60297
漢平,2488,121386,108121,89926,80411,69052,43572,46222,64993,41315,34202,41642,118587,70427,53799,31770,46999,13649,9485,-7552
瑞軒,2489,264201,369422,1043408,1030020,516658,122258,68784,195574,127672,187311,347651,331313,287223,277728,247922,612860,401849,497953,408500
吉祥全,2491,-16443,-18315,-16324,62496,-21440,-24351,-21342,-84301,-18866,144403,109062,28368,-9690,-207288,-124608,-426267,-133384,-798385,-138107
華新科,2492,710947,544866,432011,323413,447370,329297,162907,240733,335873,81697,-18546,-90679,-42770,-17405,-336252,-437938,-95728,-236150,-662283
揚博,2493,89805,68114,103473,69912,127214,40103,49670,103333,79578,102144,89943,42310,55986,80054,81304,54031,108759,113260,70712
普安,2495,53910,56488,30320,105609,117327,27542,43155,119473,60926,-11207,19191,22698,4936,-10591,30148,17265,-9850,47848,61452
卓越,2496,139,-12799,4941,-19862,-1838,-7419,1499,-18077,-30683,-29569,-12552,-6067,-18790,-2752,1657,25572,7878,-4807,-8311
怡利電,2497,-16627,15817,6402,-2746,76405,41865,95404,179231,115948,99325,141807,129373,124538,64634,38496,44868,59142,43564,43668
宏達電,2498,-1789387,-3058882,-2616447,-3381926,-4476954,-8034245,360057,466209,640683,2257417,-1881263,315314,-2973736,1249511,85126,1009402,4104952,7669858,4804974
東貝,2499,6653,28069,3134,2970,61374,64131,63095,-203268,282935,128646,164430,-28334,37486,108652,91570,-72429,18980,79561,51309
國建,2501,603094,966771,229236,437074,-24551,304054,1477547,2200308,445363,327832,-113254,79712,227187,914843,362220,339327,214847,811009,280935
國產,2504,-882737,-837228,-327667,-577294,-75308,-46189,85322,381727,306176,232088,148282,785710,278435,57692,-7654,163321,165987,72455,-81247
國揚,2505,-78598,14515,-53128,66740,-5428,379909,-102994,-58811,25771,-8875,92254,1274156,15286,167284,231251,1124186,83409,48291,18038
太設,2506,159881,85257,34987,-16678,62943,28189,122302,103709,362217,-85453,19806,598599,-26591,200669,-50915,119974,37460,98951,-4201
全坤建,2509,-3249,-51524,16620,774798,53840,-57309,-56634,-67350,-80803,-33194,-25072,-30458,526121,-60958,-19847,-5739,51018,12767,173073
太子,2511,175288,205531,104705,1387092,137456,515173,193847,1409533,312403,443423,214275,1702730,-183121,11757,104106,657818,-25673,622970,520730
龍邦,2514,508687,-19724,-66015,609418,-1880471,-74044,1114376,-303056,1477231,-17193,485178,-503288,673764,-465333,844981,919038,528262,-90562,541750
中工,2515,164465,-11734,42215,-879154,-617579,23876,2006603,166217,311298,14928,41713,154913,91780,20911,7362,100760,116164,144058,43558
新建,2516,137162,-4719,25592,-7535,21090,23128,88232,-24628,62298,33080,78367,86623,71211,-225250,39294,46467,28398,65755,27548
冠德,2520,339283,263890,125451,688594,8588,-128360,133676,1556106,-50478,272640,1253737,1001828,-27002,-91560,336954,573788,130080,132981,281428
京城,2524,217314,-35615,47279,48014,108293,10278,66923,290920,497745,74246,112688,267133,636022,371060,289342,747481,240410,232568,206443
宏璟,2527,123675,-43908,12337,125180,150211,364557,48613,-70362,991302,-60099,9395,425259,18486,-64726,-57079,143813,18623,187862,-34342
皇普,2528,-5387,3929,-10258,24432,-8027,-18045,2455,-2314,21712,-822,37550,200989,-13619,-13467,-12771,-16298,-12836,45650,16824
華建,2530,-21371,-59853,553109,651536,66926,-18860,-14684,-90142,-36449,-24825,-33686,-57714,-59134,-28827,98021,-12261,-9515,-8678,73060
宏盛,2534,30666,250216,9954,70104,-77535,456357,-47614,47300,-64178,-99311,-121050,452018,-159925,-358364,-79140,-56828,-36996,388954,196
達欣工,2535,63810,149579,144711,102310,102304,36402,84535,82322,23571,313984,98210,103413,360599,27611,361553,79596,196112,158906,102740
宏普,2536,112266,272160,970637,242264,333333,165246,725497,563364,220164,-16380,371527,752457,141968,-96950,86390,-62133,389779,298299,464230
聯上發,2537,38730,108778,263688,634610,-11850,20491,29813,37718,102109,45448,97847,118879,56260,120636,255537,76412,8829,60954,53002
基泰,2538,-90209,-99826,112420,-165135,98762,1252429,521790,732,63815,1181978,54961,243935,558971,54443,39019,341516,201455,147409,124978
櫻花建,2539,2498,-8233,112799,358456,-12385,648835,9339,237725,365619,485913,17065,754939,-6106,257529,-15488,2000,100098,-6740,33843
愛山林,2540,155877,40066,5706,121758,59428,2323,31166,-25683,71362,74854,-43410,226849,-16061,-6530,-4207,-5273,-3312,-3538,-4148
興富發,2542,2391363,794684,2793874,5991956,458848,-314676,2818767,1698171,6188210,2196431,664049,1094492,904108,641292,3819216,2503928,1252992,848979,1459218
皇昌,2543,20757,33210,39493,-1695,54762,24888,58234,116400,112412,56487,20615,204698,41612,1239,463,8490,-2738,-21051,26157
皇翔,2545,196642,1745042,406574,280994,-71606,-134607,15898,791835,451173,764570,-171949,-71965,330751,822462,572503,452424,1395916,2317306,673966
根基,2546,93470,45122,47690,-4580,86089,30521,22349,13448,35813,52445,76140,33691,43791,50820,49525,45275,51934,-38275,60004
日勝生,2547,-883950,-3304836,-245645,-373445,-728449,-173939,-89458,-113018,-107417,-154932,-36057,2006557,8732455,-334592,-257466,921279,-78653,190217,8228
華固,2548,1134041,-37687,-35078,408977,363598,719666,1169817,1609040,143376,-249307,-64170,199929,-86901,-111996,3129806,1396832,45139,66370,171515
綠意,2596,165540,75742,-4123,7924,-449,-9316,59233,3109,68585,77402,51727,113609,-8569,1207,124162,109198,12460,18508,41779
潤弘,2597,262133,96871,80955,179622,304314,148660,168229,343647,479920,271210,224217,408089,335660,245512,210322,143475,67310,24022,54428
益航,2601,-485518,25045,-517375,-375091,-1419181,157456,297609,67060,-273724,272258,419941,146483,189377,-90458,-55388,379546,136553,-14981,476004
長榮,2603,-1597763,-1272581,-4587588,-3979704,-2566167,-49988,1856562,1073352,2475664,412284,-1926251,389831,89520,-569300,-1956855,-118277,2619817,990025,-3910202
新興,2605,127561,211182,387744,322195,415341,267089,359580,293031,288981,275599,432571,498770,311503,431027,459930,555428,576859,567896,669192
裕民,2606,7005,-478911,-647949,214165,428093,117857,64282,324107,785686,616783,361676,696037,433114,240221,197537,241142,507067,476272,579766
榮運,2607,170519,237708,196290,193520,221171,231652,196944,228107,222250,106762,117679,139337,175799,134422,131740,65151,116157,185641,147127
大榮,2608,263737,412844,341727,308083,321431,433745,271062,262884,290119,224114,212900,218936,267028,235315,181412,208566,229441,222313,150129
陽明,2609,-4529624,-4789244,-3661306,-3813884,-4198079,-24219,247691,303319,1440819,228416,-1535621,1318546,1069933,-2613748,-2684641,2518526,2733697,184880,-5371864
華航,2610,586881,-95277,1507465,662421,2213274,1168311,1882204,1821851,1240223,-958335,-2701227,-1241236,1464025,-71413,-1100256,-310348,1482363,-35018,-894225
志信,2611,-43761,19315,5721,-32242,34550,2633,27772,8856,66305,-13072,-50,75068,-21219,-45452,2590,-112443,-146216,1111624,-31080
中航,2612,21210,34110,78822,102440,100592,-13598,143353,105105,100514,61685,65410,66487,137308,71273,121580,188836,128558,51405,204009
中櫃,2613,-4886,31593,2547,20063,-9685,18689,-6582,27664,37540,40995,6118,36390,15528,27560,971,27168,20550,18380,-18561
東森,2614,355490,301574,-292272,-1390962,-358813,-116499,-470263,-509374,-469599,-1225420,-1503780,-52737,537359,205278,-920930,-1902683,-145031,-489705,-1278703
萬海,2615,68151,270994,15218,-285426,1051790,1088451,2075830,1732684,1827924,1100418,656568,1243783,348487,438590,113322,390739,653134,1167329,-379065
山隆,2616,108237,100044,62205,55592,63127,58250,45575,59187,84380,53858,39391,60232,85541,54301,59295,42587,90358,102729,49506
台航,2617,-16717,-6885,9027,-8415,51539,-32651,83438,88125,44946,79425,93008,79655,57307,151175,254156,122629,133878,110402,263126
長榮航,2618,2521407,1393796,1201439,484330,2475178,1758269,2141433,-584962,338646,237519,-781121,189216,1932077,-65673,-775895,-48163,1701520,349163,-961437
台灣高鐵,2633,906121,1107636,1113706,21663521,-229533,-152544,-408814,5534408,-5090916,5090916,,3288951,-2042226,2042226,,3576836,-1681025,1681025,0
漢翔,2634,438825,581170,483793,367286,793838,444618,423427,690921,341025,417239,422318,-140194,434169,981889,,1248298,-708789,708789,0
台驊,2636,43145,47383,6336,67879,90506,99985,45530,27378,103161,62865,13261,8877,50852,44759,4203,22992,41260,21910,-17286
慧洋-KY,2637,20407,-3850,848199,430784,726304,559195,533115,616302,388158,223300,575633,450336,140838,368155,539192,618913,296116,337324,901583
大車隊,2640,36509,23549,44415,24311,45438,61933,49903,75440,60150,62444,58375,58959,58561,55277,42816,33493,42677,24510,42787
正德,2641,4052,-4122,-13227,38837,2944,11577,3106,17562,6351,13167,15844,14162,15067,20859,-819,35759,-27747,27747,0
宅配通,2642,8111,20074,48040,-3386,6934,55152,42521,57320,18150,37653,42768,51759,28169,42097,62675,242951,-97709,97709,0
捷迅,2643,43342,33259,37026,26993,22044,25783,13267,43096,-19277,19277,,27670,1356,-1356,,56799,0,0,0
萬企,2701,122260,102482,83200,41678,117507,104363,64822,45405,97693,89443,47806,35665,76221,65008,29108,62790,39518,69176,38215
華園,2702,8548,23405,20774,5408,19014,14436,17913,17947,13627,18288,12984,3492,13407,6297,14872,11267,15105,36489,7752
國賓,2704,156190,45343,115341,68289,151364,69777,119168,65036,161352,63678,120273,76766,141515,50508,95533,70071,82332,55721,68484
六福,2705,-98238,-128794,-68874,-120550,23451,-9620,222496,124962,42876,-66145,-35096,34160,-59179,-71574,-42352,-15799,32703,-72668,-49685
第一店,2706,159535,144150,126485,58108,157594,145865,96770,66946,134278,125628,69368,64582,105605,89038,44148,93611,49373,94904,41281
晶華,2707,203061,200971,252509,367325,222216,292929,301200,386708,226952,228082,296152,353255,216047,236340,315791,268033,253169,246261,302616
遠雄來,2712,36342,12083,12037,12951,45667,16782,13187,11600,61533,19950,5157,12797,49546,7384,-4549,62659,-4911,4911,0
晶悅,2718,-3474,1545,9607,11419,5769,5937,11490,11004,2267,6419,6174,-8917,1275,7254,3823,15130,1093,6092,8469
燦星旅,2719,-9814,-13160,-3849,-29651,-8748,2341,20639,-4181,19499,-2467,16233,-4544,35685,5182,25793,-10753,24009,-12832,16839
夏都,2722,70758,45274,16762,13746,88451,45592,14777,11169,98246,49415,13314,-9399,94296,48395,8505,12052,83765,36893,8982
美食-KY,2723,499569,380459,379297,359133,420856,193919,192135,213290,131744,12991,185761,104714,164037,146206,189391,167751,260320,246900,330731
富驛-KY,2724,-239341,-58388,-61905,-74554,-65827,39519,-48322,12300,28139,36286,-17701,19809,24980,23418,-17124,10924,33181,27388,166
雅茗-KY,2726,43469,26911,14616,12894,35374,9487,10781,9035,22304,10581,18238,21959,38434,2858,5829,55490,0,0,0
王品,2727,194980,123872,122783,-186755,37737,143689,232293,72965,232370,242687,340831,161771,302813,303398,347294,250488,363582,270497,322645
瓦城,2729,94289,83654,86547,45326,72810,82966,78106,29200,76826,65126,82314,29975,75220,72695,66481,35743,62758,45916,40603
雄獅,2731,58810,95636,75525,37670,97829,175040,135047,54336,138194,108260,82235,72049,137523,74133,88829,136670,-55633,55633,0
六角,2732,51861,23717,18994,34244,48047,23726,32080,55468,30282,26399,21200,38166,22235,80530,,126026,-59267,59267,0
易飛網,2734,-12194,-4468,-4704,-4949,-10248,-1564,7360,13653,12550,8453,12312,14441,15671,13383,12137,20277,-2197,2197,0
高野,2736,-8158,-276,59610,49174,33144,130375,50949,27144,46877,24056,52294,86535,-67307,67307,,99226,-46523,46523,0
寒舍,2739,36321,33215,98240,144192,19655,46069,92783,82688,30471,171245,,322273,0,0,,281457,0,0,0
天蔥,2740,-7259,-7062,-7969,-7951,9864,13435,10843,70627,-35966,35966,,59310,-24229,24229,,10172,0,0,0
雲品,2748,40162,32808,65179,71744,23206,30807,55575,135817,0,0,,0,0,0,,0,0,0,0
彰銀,2801,3245729,2675853,3394114,2444976,3261563,3054741,2882057,1783632,3145325,2867876,3100347,1768447,2325349,2375234,2349219,939074,2606790,2651585,2273301
京城銀,2809,1383016,1090248,1104772,796196,498101,1242167,1146290,1157944,1152304,1621169,1264937,1140756,1104505,824351,1072401,974897,925488,819789,723722
台中銀,2812,942957,796065,789771,666169,782578,1003917,1024368,649194,1032570,1014292,1042269,562412,787057,916830,793972,713867,795445,611560,657086
旺旺保,2816,84579,6863,55122,38195,-94514,75586,242518,13569,150104,228437,193003,50965,236339,100145,130368,53447,79252,37883,87912
華票,2820,367789,491711,467661,415728,399861,412087,382020,292475,392250,313983,386635,202120,226386,228600,743755,139987,210503,551136,261023
中壽,2823,3153288,3223906,2692231,-1053727,4513730,2415721,3296178,899079,2793654,1242469,1576757,1801075,1481921,640154,2076092,775048,1996374,1002246,1010012
台產,2832,207110,61225,120397,162123,148011,547648,234224,183213,146344,116447,212272,202729,267396,170950,179760,100212,272614,114721,251094
臺企銀,2834,1396336,1239448,1354986,1307566,1262573,1200655,1342242,1363102,1419171,1320404,1212460,1390016,682466,809228,728492,797628,933031,915344,757836
高雄銀,2836,172488,155823,164495,119709,160590,144888,166144,154943,142782,76359,134441,118012,107928,82456,110709,79608,89719,94820,122055
聯邦銀,2838,803890,578419,659626,889194,883990,635300,730440,758142,809946,827434,727963,744760,680368,763667,699009,415348,734663,776776,698315
台開,2841,-144120,285852,30215,1799668,197019,190582,-147664,5508560,-143645,-62630,9730,2063047,295050,262765,-119900,321788,-89867,37892,-98246
遠東銀,2845,818388,783228,862267,807338,1057503,971893,1077398,726186,996300,969790,1005804,333524,873166,944203,910377,325501,696427,684078,857367
安泰銀,2849,240756,378211,66024,1160647,795345,734804,604335,884461,665185,985428,666405,875128,2825,950261,813041,1666184,909055,800610,700505
新產,2850,389717,327764,237127,241187,515762,277479,221087,154816,439341,133194,308416,349907,226551,210652,184568,261416,223966,76119,191755
中再保,2851,318414,233090,75318,217098,55240,180655,312872,164738,239570,242431,224135,53030,464866,60806,153388,100165,152628,18677,407898
第一保,2852,195488,33649,116782,88921,-159777,140037,125841,92819,163692,45708,113882,135076,142200,90107,338619,144717,213969,154401,117973
統一證,2855,738679,120949,192114,293931,-282419,392282,558741,404920,101748,616477,464136,444714,430322,188297,302120,200421,327277,-66424,655586
元富證,2856,311806,441031,66466,926714,145001,136657,348112,474912,102318,597755,322539,282612,186305,51743,320101,107788,277100,17222,398002
三商壽,2867,1409032,2551294,179598,-1119308,1213926,1986240,727348,229607,1357962,1453229,-629126,163487,755626,1055647,473852,-726584,1600574,584825,79103
華南金,2880,2825000,4001403,3688664,3490280,3005447,3918660,3666274,3340052,3466005,3307537,3017593,2440179,2416972,2597351,2596760,1464107,2291657,2421390,2693894
富邦金,2881,16605134,15005521,8886993,5458838,16176575,22027386,20143033,6705628,25180360,14797042,13794752,8365364,12199684,7752226,10146416,6175728,11848315,4095146,6863610
國泰金,2882,25006235,5905369,8337866,2997618,13651099,23124982,18108672,4965325,14116741,18222360,12326926,8985846,11793520,10021590,7219416,4090858,7643846,3237712,2085621
開發金,2883,2560019,787983,1155298,2466130,992725,2373835,2782485,2842278,3196078,2063731,2735244,2061953,2799713,2125509,1461299,762742,2060121,783966,1688794
玉山金,2884,3481504,3517409,3715563,2435330,3744523,3504240,3194866,2137638,2894642,2706333,2876519,1845382,2207219,2095266,2268184,1395072,1791501,1802383,2069280
元大金,2885,4431245,3176919,3512176,578929,3335784,3849658,4233104,2513687,2084312,8039431,3789943,2256278,2452309,1652631,1716103,1535177,1796714,623653,2561258
兆豐金,2886,8220377,1785667,7646106,7645400,6174624,7248335,8204910,6437318,7686334,8088550,8047442,4282299,6298032,5726651,6187587,3763996,5053799,6061442,6664377
