company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
擎亞,8096,-23.32,-9.86,7.03,188.42,180.54,131.44,121.54,29.25,26.3,22.2,3.49,-60.88,-68.09,-72.99,-67.81,-12.19,-4.09,5.01,4.63
常珵,8097,28.08,21.96,12.68,-26.66,-16.81,-12.33,-25.52,-50.33,-53.45,-60.36,-48.02,-47.15,-42.15,-28.67,-19.54,32.62,29.18,23.67,22.37
大世科,8099,-2.1,0.7,1.97,1.73,2.48,7.37,11.54,6.88,7.78,4.9,4.22,14.09,11.66,15.73,5.94,-14.51,-14.61,-19.87,-18.97
華冠,8101,-2.34,4.31,-21.68,-24.05,-19.21,-27.03,-28.24,-11.94,-17.32,-7.52,33.27,47.49,81.05,34.51,4.43,-21.39,-38.84,-17.8,-6.88
瀚荃,8103,0.18,-4.29,-6.78,-9.97,-8,-3.98,6.04,12.03,12.81,15.57,17.91,7.93,1,-3.23,-11.2,4.11,8.08,8.83,11.11
凌巨,8105,6.21,6.03,11.84,-18.22,-25.08,-28.68,-40.06,15.82,43.98,67.86,83.23,-14.45,-29.64,-35.94,-32.74,-7.14,0,6.41,16.43
大億科,8107,6.64,11.1,27.02,27.86,29.91,30.04,-74.04,-86.88,-87.58,-88.34,-59.35,-33.54,-16.75,30.36,111.8,25.52,-1.45,-36.93,-47.35
博大,8109,10.81,16.07,20.3,5.49,3.74,1.62,6.83,19.96,22.21,23.18,21.54,8.54,6.78,8.58,13.31,-9.96,-17.32,-23.77,-31.59
華東,8110,6.1,1.88,-2.71,-20.99,-23.79,-21.26,-13.96,12.91,15.52,16.76,15.01,6.96,5.75,2.92,4.68,1.21,-3.48,-5.73,-10.57
立碁,8111,-9.92,-14.44,-16.28,-17.36,-15.16,-8.13,-10.97,-10.12,-9.62,-11.53,-2.62,0.92,0.78,-0.56,0.86,-35.76,-42.23,-46.4,-46.61
至上,8112,39.67,41.81,46.11,50.66,46.57,52.9,52.27,91.67,98.45,79.51,72.93,-0.13,-9.62,-12.9,-30.11,-23.4,-22.62,-25,-25.36
振樺電,8114,10.63,8.5,11.8,7.22,3.51,-5.3,-11.74,3.99,10.31,22.28,37.77,16.63,13.16,14.1,17.77,6.61,5.93,7.79,6.7
越峰,8121,-2.61,-2.42,-9.7,-13.97,-13.61,-12.94,-4.91,12.09,13.96,16.02,14.4,-12.03,-17.28,-18.72,-17.15,-17.05,-18.26,-29.59,-41.85
福懋科,8131,-1.39,-2.75,-6.09,-4.82,-4.16,0.14,6.78,2.72,4.96,0.35,-0.78,-15.89,-22.67,-24,-21.4,-10.18,-8.83,-9.28,-8.39
正淩,8147,11.75,3.89,-7.74,16.38,11.25,23.26,22,15.76,22.03,24.28,24.14,-8.11,-14.99,-4.13,3.69,5.79,2.51,-20.11,
南茂,8150,-4.28,-8.13,-9.47,-9.71,-6.75,-1.11,4.59,13.65,12,11.14,12.85,0.74,0.83,1.59,,5.54,,0.79,
博智,8155,9.65,-0.05,-16.02,-14.53,-11.73,-7.11,7.45,27.39,30.14,37.8,25.84,-10.91,-15.08,-12.34,10.38,8.29,3.43,-4.5,-13.47
達方,8163,-6.31,-12.83,-21.54,-8.88,-5.56,-1.18,7.03,-8.18,-11.11,-13.53,-19.99,-10.66,-10.13,-9.13,-1.93,-3.91,-2.35,1.49,0.81
