TWII.Open,TWII.High,TWII.Low,TWII.Close,TWII.Volume,TWII.Adjusted,add/less
8177.970215,8225.790039,8149.450195,8201.019531,2142200,8200.987269,-53.780062
8243.219727,8250.169922,8180.390137,8191.220215,2192000,8191.187991,-9.799278
8195.519531,8216.30957,8161.100098,8181.910156,2282800,8181.877969,-9.310022
8135.560059,8162.25,8088.310059,8096.140137,2347800,8096.108287,-85.769682
8113.950195,8146.779785,8071.97998,8095.200195,2536400,8095.16835,-0.939937
8161.509766,8190.870117,8142.709961,8160.549805,1703000,8160.517702,65.349352
8178.950195,8178.950195,8116.149902,8116.149902,1809000,8116.117974,-44.399728
8041.5,8057.330078,7951.660156,7951.660156,2286800,7951.628875,-164.489099
7978.75,7989.189941,7912.370117,7937.740234,2085600,7937.709008,-13.919867
7953.649902,7999.430176,7940.720215,7992.890137,1509200,7992.858693,55.149685
