company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
鼎固-KY,2923,1636738,1365079,377655,3690121,2263858,1464645,592312,3121242,2020348,508301,273115,3251273,1025568,549440,230574,1542669,893551,927226,
東凌-KY,2924,1085,369,163,24863,12746,7655,3314,85484,53030,31675,14579,132275,89094,56776,30237,126234,90399,56075,26901
誠品生活,2926,345561,226633,131858,411614,275263,176871,108292,368865,239845,154979,94187,301226,234138,145933,83083,282466,240215,153483,
紅馬-KY,2928,63497,61400,24933,52525,2266,686,6380,28206,-37051,-55110,,474,-63232,,,62661,39553,,
淘帝-KY,2929,540788,503382,217763,836326,512999,357963,171670,754065,451467,319400,164395,573809,351689,197902,90165,369623,,,
客思達-KY,2936,259751,170911,103562,177584,110824,81733,63290,163834,176834,,,173814,,,,,,,
歐格,3002,45692,25208,14042,41799,28596,23459,12185,78150,65104,43497,34056,50757,42964,23645,2549,55781,45388,31054,8377
健和興,3003,255971,174947,80817,379503,306048,168741,85562,391658,298215,204114,109108,305195,204463,111466,69658,348902,301937,244647,81283
豐達科,3004,158955,112252,55300,238228,163790,94297,46502,-55736,-66241,94224,59777,110751,79257,67896,50070,181109,129809,89398,47314
神基,3005,1258404,744244,339452,1428070,1017228,713292,409585,851952,253155,264861,46199,499230,282228,199456,99264,463978,286470,232918,71286
晶豪科,3006,372362,286642,134273,484981,428517,258429,223847,1131123,817881,487581,254352,671848,559391,413924,155029,-174352,-17333,-78683,-53598
大立光,3008,14273471,7312881,3622708,24156528,17437190,9231438,4407254,19438094,12007307,6721762,2999700,9609791,6205165,3884622,1849221,5577634,2708260,1547779,882437
華立,3010,883092,577947,358342,1228353,890716,569748,290249,1368268,991314,618581,303557,1239023,919609,579733,299142,1040195,798284,478301,248063
今皓,3011,-22312,-39621,-32077,-106465,-95846,-58126,-17353,-70223,-39050,-24477,-10766,-95178,-71647,-42884,-23797,4300,4974,3421,-8922
晟銘電,3013,131968,52573,-29757,69572,71556,688,-12429,130052,-22000,1215,32391,95649,54587,9085,-7201,37569,-54564,-58760,-966
聯陽,3014,294661,161531,74783,338317,247097,132982,96618,368029,335192,209234,97898,221023,165088,74545,32359,215701,182545,121609,53089
全漢,3015,208725,108625,52208,377860,108054,-42016,16596,410009,318386,147317,90212,497412,398029,286641,90095,605127,533472,360387,150850
嘉晶,3016,18821,36705,12238,-14716,35427,54292,30277,16602,26174,35565,20402,-27227,7909,-1768,-6159,-48074,-33756,-46668,-39348
奇鋐,3017,642766,394171,209425,746668,525122,301354,169221,743194,550638,199238,61755,238242,171791,93186,20199,-55449,-47961,-35746,-24600
同開,3018,249,-6975,704,-51683,-3601,-1262,-5024,33193,21963,10770,3814,-9488,-34436,-25745,-13545,12861,1701,385,9132
亞光,3019,828101,241683,32413,262577,342377,74244,-44154,-214832,-48519,-77693,-110700,-825242,216705,127025,123979,-309405,-271069,-380404,-186849
鴻名,3021,80583,50269,15075,85678,58028,27767,4943,80287,63124,45210,21866,48224,45944,31090,6744,67787,49117,49092,22935
威強電,3022,949343,623617,336591,1166793,948471,659581,334861,1480757,1063305,689689,372000,1115868,837852,510240,283107,1015104,859056,546835,251305
信邦,3023,913406,617068,305934,954103,783001,487062,236981,774947,636041,411130,196328,608426,493095,289355,131885,478045,410786,262753,128056
憶聲,3024,-67630,-113700,-49136,-390571,-239862,-118924,-63790,-326212,-147541,-135155,-97283,-615888,-416645,-244878,-95353,-216307,-19144,13845,-75921
星通,3025,17676,8272,3773,-17027,-20139,-13680,-9294,12104,-4067,-4491,6150,38571,26940,13501,8455,47352,26903,-114,12043
禾伸堂,3026,281937,183417,102795,471786,469043,308880,161884,795204,740736,527340,170371,627746,520564,314108,155982,635928,509427,310451,155330
盛達,3027,50111,36700,9503,39734,30391,17668,1513,35485,43580,15532,8671,35149,43095,1312,5802,34891,60527,56729,-4306
增你強,3028,220720,161271,112006,337934,246583,158726,101917,365288,265832,176928,97116,229744,301756,218770,114950,320632,262948,182005,107733
零壹,3029,157712,76146,25921,181346,144470,84303,51029,111230,65472,40071,17747,82124,42239,25990,4962,78090,68256,45140,28985
德律,3030,355501,291001,104765,998903,965810,537959,282481,1260396,1074549,301702,91094,806300,673714,277624,101151,1433091,1207917,562760,230545
佰鴻,3031,113567,72631,4904,-72121,12266,-33364,6510,15959,12708,-10483,-3457,-18590,-38067,-50055,-23309,-416326,-310808,-186532,-63172
偉訓,3032,249556,149566,89261,267705,175166,88411,60371,210556,161897,121520,56577,39592,44184,19030,9737,1774,7834,-7442,4057
威健,3033,298460,212866,117853,473122,354105,228626,119223,505913,409106,276637,135100,528073,405815,255669,120432,434004,396797,281307,168595
聯詠,3034,3748429,2521190,1221237,6399087,4883034,3184922,1699681,7209383,5122004,3034236,1266946,4744958,3554034,2314688,1061336,4437390,3107998,1813798,780991
智原,3035,249153,199047,73747,458000,536363,368502,190393,675163,504806,370734,166492,814339,610480,407714,204273,1059035,853397,532471,246582
文曄,3036,1501716,841759,403259,1983418,1475398,967053,479238,1837340,1350037,796687,338838,1304360,980524,620430,297547,1077382,819779,480378,234623
欣興,3037,-676179,-436052,-230624,30999,-843437,-976851,-642244,361187,803846,329418,57053,956245,1196615,821583,554476,3288998,2644788,1556770,630065
全台,3038,129313,93342,59509,266637,204532,100876,58021,169993,116114,74825,44380,49807,24807,23982,4555,-109784,-63425,-69510,-50446
遠見,3040,141006,80252,59326,136512,121383,67428,14450,563844,533484,36662,5007,29813,28550,22995,12406,53565,28636,14115,5464
揚智,3041,-201861,-118696,-25875,-85908,-103739,-134784,623,264650,228679,116429,82749,890788,824493,868494,-48227,770231,669001,479930,266553
晶技,3042,705811,437705,226166,938203,683896,398043,221065,995174,732031,464174,222112,935161,693024,429204,209434,1148886,822517,460309,198649
科風,3043,-126895,-112685,-75554,-65120,-28947,-27315,-80643,-175445,-73858,-27589,49093,-522964,-378207,-245073,-148737,-1110039,-807922,-686022,-207892
健鼎,3044,2340972,1364661,670349,2832666,2008293,1059472,537675,2655905,1905627,1118165,582214,2366848,1758513,1147759,608208,2910725,2292032,1620923,779090
台灣大,3045,12326615,8200600,3941483,16168029,12280304,8003069,3935034,15554014,12360718,8443885,4176119,15817781,12180428,7875247,3855662,14916282,11343216,7396937,3444402
建碁,3046,-226606,-160839,-66394,-175688,-145040,-133349,-64107,-316752,-223980,-138490,-48452,-174081,-130403,-69240,-18489,-30067,-3322,24491,28601
